Unnamed: 0,text,label
1377.0,i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,1
1378.0,i just feel heartbroken vunerable and sick tonight,0
1379.0,im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,4
1380.0,i stop feeling so mad i ll stop behaving like this,3
1381.0,i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,3
1382.0,i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,4
1384.0,im feeling confused but ill keep trudging through,4
1385.0,im feeling quite cold actually,3
1386.0,this happened when i could not get into the school i had initially wanted,3
1387.0,i feel that is why she suddenly got mad at mom,3
1388.0,i could also feel very bad about myself for not being able to keep up,0
1389.0,i feel scared and stupid,4
1391.0,i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do,1
1392.0,i feel about them i still end up nervous and have those naughty butterflies flying around my stomach,4
1393.0,i am feeling very anxious about going to therapy w,4
1394.0,i feel angry thinking how much the government has gulped away over money,3
1395.0,i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,1
1396.0,i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,3
1397.0,im putting it in my palm and blowing on it hoping it gets to the ears of the universe and its feeling a little generous the day it reaches them,1
1398.0,i am feeling generous so you can pick any reason you like but make sure you take your wise mothers advice so i dont feel the need to drag all this to court,1
1399.0,i feel like telling these horny devils to find a site more suited to that sort of interest the playboy if there is one forum perhaps,1
1400.0,i used to get the worthless feeling like i said previously my gear was going on ebay but now catch or not i m not bothered it is all about having a go i think a little more when fish are thin on the ground but not dejected or angry,3
1401.0,i understand the logic of having a student congress but i cant help but feel thats its really really really boring,0
1402.0,i am feeling unsure about my words but it also means i am writing which is good,4
1403.0,i want to be someone that people can approach and feel accepted by and not judged because i do feel that people feel judged by me,1
1404.0,i has for this other woman she feels greedy and wants kairi all for herself,3
1405.0,i can admit that even though i feel horrible now,0
1406.0,i feel almost angry that i have been fed like a lab rat for so many years,3
1407.0,i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,0
1409.0,i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,3
1410.0,im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,4
1411.0,i also intended to study but that didn t happen either so here i am feeling a little less virtuous amp holier than thou than i would if i had actually done something constructive over the past week,1
1412.0,i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,4
1413.0,i came away feeling that i should have felt unfortunate or cheated,0
1414.0,i was feeling so regretful i didnt get it the other time,0
1415.0,i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,3
1416.0,i always feel so delighted to know that there are so many other people who are just as inspired and in love with the old fashioned graphics and illustrations as i am,1
1417.0,i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,4
1418.0,i feel without being disturbed by it,0
1419.0,i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,1
1421.0,im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to,0
1422.0,i hate all shopping when i feel rushed by hoards of people,3
1423.0,id feel like a heartless bitch if i didnt share these with anybody,3
1424.0,i understand that students must pass the mcas and fulfill other tasks but as idealized in freedom writers students will respond better learn and understand faster if they feel respected and valued and if they are excited about their education,1
1425.0,i always forgive and am still feeling hurt,0
1426.0,i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,3
1427.0,im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession,0
1428.0,im feeling so disillusioned with it all right now,0
1429.0,i am beginning to feel startled by how little of last week i remember,4
1430.0,i feel superior because i actually know who their president is,1
1431.0,i feel like other books i pick up are going to be dull and boring in comparison,0
1432.0,i took steps and immediately remembered the feeling i had when my water broke with jack,0
1434.0,i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,3
1435.0,im feeling a little stressed about it,0
1436.0,i was also feeling really pleased that i decided well cajoled bullied and ordered to go out running this evening,1
1437.0,i am slowly paying off my debts and i feel generally happy about where i am and what im doing,1
1438.0,i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,3
1440.0,i need to tell someone how i feel you are gorgeous,1
1441.0,i feel rude for ignoring your plea for help and its all your fault,3
1442.0,i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details,3
1443.0,i love the museums there and although i love art i feel very dumb not knowing all of these paintings,0
1444.0,ive to admit im feeling excited yet so unprepared for the surgery,1
1445.0,i feel like im so enraged,3
1446.0,i feel dumb for even liking you,0
1447.0,im sure ill also feel a bit nervous,4
1448.0,i can feel myself getting triggered by my emotional eating when i am sick with either a cold virus or just plain old stomach flu,0
1449.0,i could listen for hours without feeling either threatened or the slightest bit shocked,4
1450.0,i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind,1
1451.0,im feeling a little uptight and pinched today,4
1452.0,i like this so much but i feel like somehow this will be a term that becomes more popular in the future,1
1453.0,im also feeling more energetic and able to keep going for a better part of the day,1
1454.0,i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie,1
1456.0,i am already feeling homesick for a country that isnt mine own,0
1457.0,i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it,3
1458.0,i liked my keyboard being kicked in my teeth and feeling lousy about myself as a writer but because i want to know how i can improve and wonder what i did wrong to earn only one star,0
1460.0,i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained,4
1461.0,i feel confident that we will be blessed with other children in the lords timing,1
1462.0,i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,0
1463.0,i feel like it is conor at his most sincere,1
1464.0,i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills,4
1465.0,i may be feeling more generous than normal but i really think a lot of teams did well in drafting good players at good spots and filling needs,1
1466.0,ill let you in on a few more huge dieting secrets just because im feeling very festive and giving right now,1
1469.0,i am feeling stressed,0
1470.0,i don t feel super strongly about it,1
1471.0,i can feel the cold of winter,3
1472.0,i feel and look gorgeous beautiful and sexy,1
1473.0,im feeling all triumphant you may high five me if you choose mind you ill laugh at you but,1
1476.0,i feel more in control and less frightened about my headaches and migraine attacks excellent service,4
1477.0,i am feeling extremely contented with our decision to home educate,1
1478.0,i guess the trick is i need to go in strong and get what i want and not feel bashful over it,4
1479.0,i was a bit too nervous to focus on the faces and the feeling was not unpleasant i wanted to put in a joke to start with especially since it involved the key note speaker and i thought it was funny,0
1481.0,i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air,1
1484.0,i feel that time frame is going properly i m keen on you plenty probably we could repeat this once more and then the lady may possibly grin at you as well as claim the girl loves as well,1
1485.0,i feel so bitchy suddenly,3
1486.0,i feel like she has taken on the role of a grandmother to me since my beloved grandma is no longer with me,1
1487.0,i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up,4
1488.0,i feel defective or something,0
1489.0,i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off,3
1491.0,i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way,1
1492.0,i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,0
1493.0,i sit here looking at the sentence i just typed i feel quite shocked,4
1494.0,i understand the feeling so i wouldnt be shocked,4
1496.0,i sighed feeling like she was doomed to fail at this sort of thing,0
1497.0,i said quietly too tired to feel anguished anything but resigned,0
1498.0,i know you do not have time to read a long email but i truly feel blessed to be a part of your remarkable journey,1
1499.0,i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,4
1500.0,i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said,1
1502.0,i hope you can feel the presence of loved ones right by your side cheering you on and wanting the best for you cos youre not on your own you never are d,1
1503.0,i was feeling brave tonight so i decided to go for my nd attempt at a vlog,1
1504.0,i was feeling melancholy on a cloudy rainy lonely easter sunday,0
1505.0,i now feel like i look really ugly some people think i look retarted,0
1506.0,i already feel it is for the bursts and hesitations of last year to mellow into engaged and rhythmic hops forward like his,1
1507.0,i feel petty for saying shes fucked up because technically she doesnt have to get me a gift,3
1508.0,i feel like it here are ten of the many sites that keep me entertained on a daily basis,1
1511.0,i go to little tiny andover and take a walk at night i feel absolutely terrified,4
1512.0,i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,4
1514.0,i live out number two definition which is that i have already had trouble engaging in the evening so now i am feeling as if the reason the aim for which i did this was not achieved and i am now unsuccessful,0
1515.0,i was feeling pretty impressed with myself,4
1516.0,i feel whos work is worthwhile in this world and actually makes me cry,1
1517.0,i love autumn and everything that comes with it although i feel i am getting excited for christmas way too early this year me and my friends including a href http andthenwear,1
1518.0,my girlfriend sent me a letter with a shiny picture in it,1
1519.0,i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too,1
1520.0,im not feeling joyful or spiritually fit,1
1521.0,i do feel jaded very often,0
1522.0,i feel grouchy or short tempered then the guilt kicks in,3
1523.0,i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,4
1524.0,i feel hateful of myself for being alone,3
1525.0,i feel highly burdened and incapacitated by my stupid flaring legs,0
1527.0,i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,3
1528.0,i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter,4
1529.0,i feel there is really no point in me loving him after getting to know his true color,1
1530.0,i can wear anything and not feel bad,0
1532.0,i feel style of charming creepy macabre drinks the fountain,1
1533.0,i feel abit hopeless at times man darn itttt,0
1535.0,i definitely recommend this for anyone who is feeling depressed or anxious,0
1536.0,i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart,1
1537.0,i feel awfully blessed,1
1538.0,i am feeling a little less delicate i will attempt to clean up this hovel,1
1539.0,when my beloved grandfather died,0
1541.0,im happy to have this in my kitchen but it feels like someone rushed this out and cut corners,3
1542.0,i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,1
1543.0,i do not believe there is any child that deep in the depths of their soul does not feel a longing for their mother,1
1545.0,i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,4
1546.0,i feel awful that these thoughts are running around in my head but i can t help it,0
1547.0,i feel inside of me that it was not in vain,0
1548.0,i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,4
1549.0,i keep feeling that sometimes one just has to fake it till they make it,0
1550.0,i didn t feel smug as i added the hardships of the last five years and rounded off the sum to a nice even number,1
1552.0,i just naturally feel like i m a better player,1
1553.0,i feel angered by this,3
1554.0,i go into work when im feeling low ill only feel worse all or nothing thinking e,0
1555.0,i feel fantastic and i find that i have a renewed sense of strength and endurance,1
1556.0,i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from,1
1557.0,i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,0
1558.0,i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture,1
1560.0,i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible,0
1561.0,i turn feeling ridiculously awkward and very self conscious to face zayne,0
1562.0,i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused,1
1563.0,i feel fucked is available to pre order from a href http churchoffuck,3
1564.0,i already feel myself becoming more casual in my fandom,1
1565.0,i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,4
1566.0,i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,3
1567.0,i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations,1
1570.0,i an asylum seeker who i don t know how they live in this country without feeling assaulted,4
1571.0,i often feel that i m being submissive by not being open and honest about my desires and needs on a regular basis,0
1572.0,i feel the calm,1
1573.0,ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,4
1574.0,i feel very numb at the moment,0
1575.0,i think i am still feeling a little groggy from that,0
1576.0,i feel like im a violent mother,3
1577.0,i sure feel sorry for what happened to your friend diego he was your friend right,0
1578.0,i write this i still have that vaguely spacy feeling and im not sure ill be an effective human being,1
1579.0,i were to ever get married i d have everything ready to offer to him because i ve got it together and when i do go out to clubs even the perfect good looking guys feel intimated after talking to me about my clever self,1
1580.0,i feel like i cant take it anymore i told my boyfriend and he is furious,3
1581.0,ive found myself feeling low and at other times sad,0
1582.0,i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,0
1583.0,i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore,0
1584.0,i have been struggling with this feeling of being damaged,0
1585.0,i am not in general feeling particularly virtuous this month,1
1586.0,im feeling adventurous and my laundry hamper,1
1587.0,i feel blessed to have had years with him and i am thankful for all i learned from him,1
1588.0,i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation,0
1589.0,i feel less valued cause i dont look good,1
1590.0,i can feel their joy and excitement for the opportunity to receive these vital ordinances,1
1591.0,i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,1
1592.0,i can eat but allow myself one naughty item of my choice to avoid feeling deprived,0
1593.0,i proclaim to have lost a bit of my sanity and feel so shaky,4
1594.0,i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing,1
1595.0,i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,4
1596.0,i feel uncomfortable with the fact i am so powerless at the moment,4
1597.0,as a child i suffered of nightmares even since than,4
1598.0,i feel resentful and really work that resentment until i blow up,3
1599.0,i just feel so fucked up these days,3
1600.0,i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,0
1601.0,i feel that each point is equally important than each,1
1602.0,i spent all day the other day feeling very morose because every once in awhile it would hit me that hilmari is dead,0
1603.0,i feel so gloomy this independence day,0
1604.0,i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,0
1605.0,i am in no way complaining or whining or feeling ungrateful,0
1606.0,i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,4
1608.0,i dont know what crazy girl i think her name was katja does for a living i feel like she should just do what i do in real life and be some sort of disheartened disallusioned clerk,0
1609.0,i want to feel like i m reading something worthwhile,1
1610.0,i felt low at this point with missing people i know and i love but feeling helpless to do it,4
1611.0,i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,4
1612.0,i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,0
1613.0,i know they mean no harm but i cant help but feel offended,3
1614.0,i feel i was intimidated by the college and people at home,4
1615.0,i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it,0
1616.0,ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,0
1617.0,i feel like reading anansi boys again its gorgeous,1
1618.0,i feel so violent but im a paper tiger,3
1619.0,i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,0
1620.0,i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of,0
1622.0,i feel like i have been emotionally beaten to a pulp,0
1623.0,i go to my son s conference next week and i am already feeling nervous and apprehensive,4
1624.0,i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,3
1625.0,i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,3
1626.0,i feel all mellow and calm,1
1627.0,im feeling a little more adventurous,1
1628.0,i just feel really lame,0
1629.0,i leave them i feel invigorated,1
1630.0,i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,1
1631.0,i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant,0
1632.0,i needed supportive caring understanding loving he made me feel i broke up with him because despite it all i could tell he was stressed and whatever place i held in his heart before i no longer kept,0
1634.0,i just sort of feel lame in comparison to other bloggers,0
1635.0,i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,4
1636.0,i remember a totally different feel having been a faithful dukes watcher growing up,1
1637.0,ive found myself at the other end of it all i feel like i missed out on winter,0
1638.0,i have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up,0
1639.0,i am feeling sorry for myself because someone made fun of my outfit,0
1640.0,i feel uncertain and not entirely safe,4
1641.0,i feel like the audience is smart enough and knows the characters well enough to figure out who were reading,1
1642.0,im feeling so sally field like these days surprised by all the love and always with a brown mop of hair atop my head,4
1643.0,i feel so regretful for things i cannot remember because i was so drunk,0
1644.0,i feel like im not being the joyful me maybe its the hormones just act like how you feel never lie to yourself,1
1646.0,i feel are chased away by the friendly hand that clutched mine,1
1647.0,i am feeling a little grumpy but that could be pms too,3
1648.0,i bore my testimony that listening is one of the most important things we can do and if we feel impressed to do something even if we are unsure about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit,4
1649.0,im feeling brave this would be nice with black tips,1
1651.0,i do however feel a lot more isolated and distant to many of those i call friends,0
1652.0,i felt that aching feeling anymore and i had to think about it but no i dont have that aching feeling unless i am missing my family,0
1653.0,i feel like the sequel was ok but overrated not as great as so many deem it to be,1
1654.0,i feel im pretty spot on in this instance but im just guessing,1
1655.0,i know thats not true but thats how i feel i get scared,4
1656.0,im feeling generous again here it is in its entirety for free consumption,1
1657.0,i feel that i can answer in a completely un sarcastic way,3
1658.0,i feel so cute,1
1660.0,i was feeling eager to press on,1
1661.0,i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,4
1662.0,i feel a little more relaxed,1
1663.0,i do feel like less of a person when i constantly hear family members use hateful language every time anything even remotely related to homosexuality comes up,3
1664.0,i havent been feeling fantastic this week so i thought id do something different and easier to write that i thought could be fun,1
1665.0,i was feeling frustrated,3
1666.0,i feel devastated that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down,0
1668.0,i feel very lonely but thats alright nothing a little tv or music cant fix,0
1669.0,i feel a bit shamed but here it is dr,0
1670.0,i feel so thankful to be in a part of the country where i can train outdoors this late in the year and not have to bundle up or wear several layers,1
1671.0,i feel like i m uncertain about things i was once so certain,4
1672.0,i feel energetic and fresh and the great things is my eye sight has improved a lot,1
1673.0,i get an upset stomach afterward complete with feeling like i want to throw up and i still have that pleasant memory of the first one i had that did make me throw up,1
1674.0,i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,4
1675.0,i am also feeling awful,0
1676.0,i was already feeling burdened to write write write,0
1678.0,i feel sorry for john boehner his copious tears running over and blurring his spray tanned face until its the same color as his nicotine stained fingers all the while eric cantor is waiting to push him out of the speakership,0
1679.0,i feel times less bitchy,3
1680.0,i do not feel rejected anymore for i decide what my value is,0
1681.0,i felt such a resonance with your words i feel so ashamed that my feelings seem to have gotten the better of me,0
1682.0,i just feel so irritable which i guess is a classic symptom of depression,3
1683.0,i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,3
1684.0,i see myself starting to feel the emotional dependence on my parents i stop and breathe,0
1686.0,i feel like i am alone in this world other days i feel like i am surrounded or being closed in on and just want to be alone,0
1687.0,i feel so blessed as i ve said numerous times before that i have met so many nice and caring people through the blogging world,1
1689.0,i feel useless and helpless and broken,0
1692.0,i have said this before being a mom has made me feel more vulnerable than i have ever felt before,4
1694.0,i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,4
1696.0,i love my job and know that the surgeries were doing are emergencies i always feel resentful especially when it is am and i was sleeping,3
1697.0,i feel enormously honoured to be included in this list,1
1698.0,i was actually feeling somewhat listless and unmotivated earlier this afternoon but then i had a cup of coffee medium strength coffee at that and now im bursting at the seams,0
1699.0,i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,1
1701.0,im not feeling absolutely terrified of more pain and more trauma to my already battered body,4
1702.0,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there,4
1703.0,i went with one of those because honestly i was feeling very sentimental about family that morning,0
1704.0,i landed at the reagan airport feeling pretty good,1
1705.0,i can see changes on my legs they have slimmed down a bit but i feel a little disheartened that its not that visible,0
1706.0,i can look at a stack of twenty five term papers and not feel overwhelmed,4
1707.0,my cat died from an illness it had been with us for years it was a lovely cat it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying,0
1708.0,i just feel that the roster looks messy with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon,0
1709.0,i feel a worthless maid,0
1710.0,i feel lousy and seem to have a frown i remember all the funny times and you just turn it upside down,0
1712.0,i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,4
1713.0,i almost fall asleep but i feel so awkward sleeping beside her,0
1714.0,i feel blank and at a loss but hey that s old hat,0
1715.0,when people harrass me i feel oppressed by their behavior,3
1717.0,i dream i feel like i am finally not burdened by all of the things that i feel just crushing me when im awake,0
1718.0,im lulled into a fantasy of walking hand in hand in some remote location preferably the beach at sunset its cliched i know and feeling love and loving in return,1
1719.0,i am feeling incredibly restless,4
1720.0,i feel so enraged that i want to punch him but i don t because he s only years old,3
1721.0,i feel all submissive,0
1722.0,ive been feeling really pumped about running again this is very strange,4
1723.0,i didnt feel discouraged or depressed though there are always challenges to be sure,0
1724.0,i landed in dubai that i started to feel ok about coming here,1
1726.0,i could just feel the joy rage coming at me for that one but i m glad you re feeling back at it and i m also glad we went to yoga tonight because sometimes you just need to know that you re better than your crossfit coach at side plank img src http s,1
1727.0,i tell the people closest to me things that i am feeling and its as if they arent surprised because theyd known it all along,4
1729.0,i hate to have to clear my voice i hate to stammer i hate to feel the way i do now humiliated and frightened to the bones what do you want of me,0
1731.0,i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,3
1732.0,i tired of hearing of these unique communications special feelings and how sincere you are,1
1734.0,i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,3
1735.0,i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous,3
1736.0,i feel really discouraged and hope is the only thing i have to hold onto,0
1737.0,i feel surprised and disturbed actually,4
1738.0,i also feel vulnerable being left on the bed in virtual silence,4
1739.0,i feel like im pretty weird and open about liking a lot of things i doubt any of my interests would surprise anyone,4
1740.0,i really feel for these innocent kids because not only are they taught unconscious racism but then they are taught overt racism and they have no choice but to follow,1
1741.0,i feel intimidated by the wide open design and therefore find it hard to write,4
1742.0,i feel like the awkward year old i was and some days i really feel like a grown up,0
1743.0,i really just want someone to hold me and kiss me to make me feel loved and safe,1
1744.0,i wanted to feel convinced that she had truly found herself and her place in the world without a man but considering that the book started and ended with a relationship i was not thoroughly convinced,1
1745.0,i have faith but don t feel convinced that its if i am on here asking questions,1
1746.0,i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,3
1747.0,i got a little bit of help from my brother at the beginning and lots of lucks near the end of the game which might make you feel dumb at least it did that to me hahaha and at the end you have to decide nikos and the worlds fate to save niko or to save the world,0
1748.0,i do feel rather nostalgic for the days gone by which will never return,1
1749.0,i could soon feel quite rejected,0
1750.0,i just can feel so pain but nothing to do blank and speechless,0
1751.0,i feel honored or insulted,1
1752.0,i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,3
1753.0,id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,0
1754.0,i feel like a useless bastard,0
1755.0,i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,3
1756.0,i feel kinda strange too cause i didnt encountered with such feelings last year,4
1757.0,i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,1
1758.0,i feel like this never get impatient around sharp objects as it will inevitably lead to tears,3
1759.0,i don t think i could feel more idiotic if i tried,0
1760.0,i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,3
1761.0,i think guys who feel need to compensate do it by being obnoxious,3
1762.0,i feel shitty as fuck,0
1763.0,i feel so invigorated by the sunshine,1
1764.0,i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,4
1765.0,i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,4
1766.0,i feel like i m accomplishing something and when i feel passionate about life,1
1767.0,i feel a strong connection with another human being and i want to spend more time with her,1
1768.0,waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,4
1770.0,ive been feeling jealous lately of bloggers going off to author readings and book si,3
1771.0,i feel so doomed for my botany lec finals later,0
1772.0,im re reading that sentence and feeling foolish,0
1773.0,i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils,1
1774.0,i came away from this evening feeling very rich that i have a friend down the street that is so very close to me,1
1775.0,i came back and for some reason my mind feels blank,0
1776.0,i feel like i want to punch him in his handsome face,1
1777.0,i do when i feel guilty a href http douevenlift,0
1778.0,i had an incredible feeling of frantic despair,4
1779.0,i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,3
1780.0,i feel like i have gotten rejected by him over and over again from the time i have met him,0
1781.0,i feel optimistic that he ll settle in before too long once we ve arrived,1
1782.0,i am feeling a little stressed but seriously i have no one or nothing to blame but myself,3
1783.0,i feel im being violent is i say no im not going to accept that and here are the consequences,3
1784.0,i wonder if they would feels as delicate and pretty in my hand as they looked upon the framework of branches,1
1785.0,i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me,1
1786.0,i feel have been convinced by many factors in our culture of a kind of cooking mystique,1
1788.0,i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,1
1789.0,i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,3
1790.0,i feel honoured that she has chosen to share this with me,1
1791.0,i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous,1
1792.0,i feel sad i will just ignore and pretend i dont feel anything,0
1794.0,i start i feel like i should reiterate a fact that im not sure ive made clear yet just because i post all these despondent incidents on mermaidhaire does not mean that i am sad like all the time,1
1795.0,i think sometimes feelings of obligation duty and expectation get in the way of trusting our intuition to guide us in the actual right direction,1
1796.0,i feel lucky that i have an awesome life and family even though i belong to a middle class,1
